"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Ukraine",5.876173,0,"1%","Finland"
"2019","Ukraine",9.787593,0,"1%","Finland"
"2020","Ukraine",8.019287,0,"1%","Finland"
"2021","Ukraine",10.461308,0,"1%","Finland"
"2022","Ukraine",64.471364,0,"6%","Finland"
"2018","Somalia",15.465079,0,"3%","Finland"
"2019","Somalia",16.969797,0,"3%","Finland"
"2020","Somalia",30.646348,0,"4%","Finland"
"2021","Somalia",22.355757,0,"3%","Finland"
"2022","Somalia",35.105508,0,"3%","Finland"
"2018","Ethiopia",19.961422,5.392384,"5%","Finland"
"2019","Ethiopia",25.198836,0,"4%","Finland"
"2020","Ethiopia",27.494357,0,"4%","Finland"
"2021","Ethiopia",36.663321,0.551088,"5%","Finland"
"2022","Ethiopia",30.371509,0,"3%","Finland"
"2018","Afghanistan",24.170868,0,"5%","Finland"
"2019","Afghanistan",28.625132,0,"4%","Finland"
"2020","Afghanistan",29.726305,0,"4%","Finland"
"2021","Afghanistan",35.803895,0,"5%","Finland"
"2022","Afghanistan",24.900626,0,"2%","Finland"
"2018","Tanzania",15.851598,0,"3%","Finland"
"2019","Tanzania",14.481903,0,"2%","Finland"
"2020","Tanzania",16.716699,0,"2%","Finland"
"2021","Tanzania",20.396394,0.345,"3%","Finland"
"2022","Tanzania",18.593342,0,"2%","Finland"
"2018","Nepal",17.685938,2.355747,"4%","Finland"
"2019","Nepal",14.147577,2.058601,"2%","Finland"
"2020","Nepal",21.9191,0,"3%","Finland"
"2021","Nepal",21.595301,1.482567,"3%","Finland"
"2022","Nepal",18.163687,0,"2%","Finland"
"2018","Myanmar",10.608858,0,"2%","Finland"
"2019","Myanmar",17.336783,0,"3%","Finland"
"2020","Myanmar",26.258461,2.837435,"4%","Finland"
"2021","Myanmar",13.242848,2.000013,"2%","Finland"
"2022","Myanmar",17.626706,0,"2%","Finland"
"2018","Mozambique",14.755086,0,"3%","Finland"
"2019","Mozambique",19.199749,0,"3%","Finland"
"2020","Mozambique",20.600467,0,"3%","Finland"
"2021","Mozambique",17.260947,0,"2%","Finland"
"2022","Mozambique",16.497279,0,"2%","Finland"
"2018","Kenya",8.455688,8.754052,"3%","Finland"
"2019","Kenya",10.100158,0,"2%","Finland"
"2020","Kenya",12.076278,0.670422,"2%","Finland"
"2021","Kenya",10.880527,0.307664,"2%","Finland"
"2022","Kenya",10.374868,5.295688,"1%","Finland"
"2018","Syrian Arab Republic",10.925349,0,"2%","Finland"
"2019","Syrian Arab Republic",18.880864,0,"3%","Finland"
"2020","Syrian Arab Republic",17.444687,0,"2%","Finland"
"2021","Syrian Arab Republic",16.933509,0,"2%","Finland"
"2022","Syrian Arab Republic",11.991546,0,"1%","Finland"
"2018","West Bank and Gaza Strip",8.754085,0,"2%","Finland"
"2019","West Bank and Gaza Strip",7.968142,0,"1%","Finland"
"2020","West Bank and Gaza Strip",10.46754,0,"1%","Finland"
"2021","West Bank and Gaza Strip",10.188558,0,"1%","Finland"
"2022","West Bank and Gaza Strip",8.476687,0,"1%","Finland"
"2018","Yemen",3.853604,0,"1%","Finland"
"2019","Yemen",7.030843,0,"1%","Finland"
"2020","Yemen",9.249622,0,"1%","Finland"
"2021","Yemen",4.468095,0,"1%","Finland"
"2022","Yemen",5.808902,0,"1%","Finland"
"2018","Zambia",6.766236,0,"1%","Finland"
"2019","Zambia",2.815251,6.596175,"1%","Finland"
"2020","Zambia",2.882216,0,"0%","Finland"
"2021","Zambia",4.495436,0,"1%","Finland"
"2022","Zambia",5.17419,0,"0%","Finland"
"2018","Thailand",0.105939,0,"0%","Finland"
"2019","Thailand",0.441501,0,"0%","Finland"
"2020","Thailand",0.172,0,"0%","Finland"
"2021","Thailand",0.080312,2.221411,"0%","Finland"
"2022","Thailand",0.03387,4.93986,"0%","Finland"
"2018","South Africa",1.048515,0,"0%","Finland"
"2019","South Africa",0.405728,0,"0%","Finland"
"2020","South Africa",0.642468,3.593486,"1%","Finland"
"2021","South Africa",1.06373,1.789757,"0%","Finland"
"2022","South Africa",1.102899,3.447352,"0%","Finland"
"2018","Uganda",5.628667,0,"1%","Finland"
"2019","Uganda",5.442841,0,"1%","Finland"
"2020","Uganda",7.218969,0,"1%","Finland"
"2021","Uganda",6.368035,0,"1%","Finland"
"2022","Uganda",4.543941,0,"0%","Finland"
"2018","Pakistan",0.139592,0,"0%","Finland"
"2019","Pakistan",0.05185,0,"0%","Finland"
"2020","Pakistan",0.003018,0,"0%","Finland"
"2021","Pakistan",0,0,NA,"Finland"
"2022","Pakistan",0.056471,3.177413,"0%","Finland"
"2018","Viet Nam",9.911945,0,"2%","Finland"
